Family,Species,Author,Info,Occurrence,Common names,Abundance,Max length,Maturity,Remark,Photo
Scorpaenidae,Pterois paucispinula,"Matsunuma & Motomura, 2014",M,native ,,,14.35 cm SL male/unsexed ,,Collected from Timor Sea (Ref. 101439). ,+ 
Scorpaenidae,Pterois radiata,"Cuvier, 1829",M,native ,"Whitelined lionfish (English), Clearfin lionfish (English) ",,24.00 cm TL male/unsexed ,,Recorded from Western Australia (Ref. 49596). Also from the Territory of Ashmore and Cartier Islands (Ref. 75154). Northwest Shelf (Ref. 90102). ,+ 
Scorpaenidae,Pterois russelii,"Bennett, 1831",M,native ,"Plaintail lionfish (English), Largetail turkeyfish (English), Plaintail firefish (English), Russell's lionfish (English), Spotless butterfly-cod (English), Zebrafish (English) ",,30.00 cm SL male/unsexed ,,"Reported from Western Australia (Ref. 33390). Northern Australia (Ref. 90102). Also Ref. 4690, 33390, 45255. ",+ 
Scorpaenidae,Pterois volitans,"(Linnaeus, 1758)",M,native ,"Common lionfish (English), Butterfly cod (English), Featherfins (English), Fire fish (English), Lionfish (English), Ornate butterfly-cod (English), Red firefish (English), Scorpion-cod (English), Turkeyfish (English), Zebrafish (English) ",,45.70 cm TL male/unsexed ,,"Occurs in Western Australia (Ref. 5978), southeast Australia (Ref. 9002), Lord Howe I. (Ref. 8879) and from the Territory of Ashmore and Cartier Islands (Ref. 75154). Museum: LPPL JIF25 (TGT1339) (Ref. 5978). Also Ref. 90102. ",+ 
Pomacentridae,Pycnochromis acares,"(Randall & Swerdloff, 1973)",M,native ,,,4.00 cm SL male/unsexed ,,Occur at Rowley Shoals. ,+ 
Pomacentridae,Pycnochromis amboinensis,"(Bleeker, 1871)",M,native ,"Ambon puller (English), Ambon chromis (English) ",,10.00 cm TL male/unsexed ,,Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 7247. ,+ 
Pomacentridae,Pycnochromis atripes,"(Fowler & Bean, 1928)",M,native ,"Darkfin puller (English), Dark-fin chromis (English), Dusky puller (English) ",,9.00 cm TL male/unsexed ,,Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 7247. Known from Queens land and Western Australia (Ref. 90102). ,+ 
Pomacentridae,Pycnochromis caudalis,"(Randall, 1988)",M,native ,"Dusky puller (English), Blue-spot puller (English), Dusky chromis (English) ",,7.50 cm SL male/unsexed ,,Known from Western Australia (Ref. 49596). Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). ,+ 
Pomacentridae,Pycnochromis delta,"(Randall, 1988)",M,native ,"Deep-reef puller (English), Deep reef chromis (English) ",,7.00 cm TL male/unsexed ,,Known from Queensland (Ref. 75154). Also Ref. 1602. ,+ 
Pomacentridae,Pycnochromis iomelas,"(Jordan & Seale, 1906)",M,native ,"Half-and-half puller (English), Half and half chromis (English) ",,8.00 cm FL male/unsexed ,,Reported from Coral Sea Islands Territory (Ref. 75154). Also Ref. 7247. 92902. ,+ 
Pomacentridae,Pycnochromis lineatus,"(Fowler & Bean, 1928)",M,native ,"Lined puller (English), Lined chromis (English) ",,7.00 cm TL male/unsexed ,,Known from Western Australia and Queensland (Ref. 75154). Also Ref. 7247. ,+ 
Pomacentridae,Pycnochromis margaritifer,"(Fowler, 1946)",M,native ,"Whitetail puller (English), Bicolor chromis (English), Half-and-half puller (English), Whitetail chromis (English) ",,10.20 cm TL male/unsexed ,,"Occurs in northwest Australia (Ref. 7247), the Great Barrier Reef (Ref. 2334), and Lord Howe Island (Ref. 1602, 75154). Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). ",+ 
Pomacentridae,Pycnochromis pacifica,"(Allen & Erdmann, 2020)",M,native ,"Reef puller (English), Agile chromis (English), Reef chromis (English) ",,7.60 cm SL male/unsexed ,,Reported from the Coral Sea Islands Territory (Ref. 75154). Also Ref. 4966. ,+ 
Pomacentridae,Pycnochromis retrofasciatus,"(Weber, 1913)",M,native ,"Blackbar puller (English), Black-bar chromis (English) ",,6.00 cm SL male/unsexed ,,"Known from Western Australia and Queensland (Ref. 75154). Also Ref. 1602, 2334. ",+ 
Pomacentridae,Pycnochromis vanderbilti,"Fowler, 1941",M,native ,"Vanderbilt's puller (English), Vanderbilt's chromis (English) ",,6.00 cm TL male/unsexed ,,"Ranges from Queensland to New South Wales (Ref. 9002); including Lord Howe I. (Ref. 8879, 75154). Also Ref. 2334. ",+ 
Pomacanthidae,Pygoplites diacanthus,"(Boddaert, 1772)",M,native ,"Regal angelfish (English), Blue-banded angelfish (English) ",,25.00 cm SL male/unsexed ,,Reported to range south to the Great Barrier Reef (Ref. 33390). Also Ref. 4859. ,+ 
Anthiadidae,Pyronotanthias lori,"(Lubbock & Randall, 1976)",M,native ,"Lori's basslet (English), Lori's anthias (English) ",,12.00 cm TL male/unsexed ,,"Known from Escape Reef, Great Barrier Reef, Queensland (Ref. 7300) and from Rowley Shoals, Western Australia (Ref. 1602, 37816). Also Ref. 90102. ",+ 
Anthiadidae,Pyronotanthias parvirostris,"(Randall & Lubbock, 1981)",M,native ,,,7.50 cm SL male/unsexed ,,"Known from Romley Shoals, Western Australia (Ref. 90102). ",+ 
Anthiadidae,Pyronotanthias smithvanizi,"(Randall & Lubbock, 1981)",M,native ,"Princess basslet (English), Princess anthias (English), Scribbled basslet (English) ",,9.50 cm TL male/unsexed ,,"Known from Princess Charlotte Bay, Great Barrier Reef, Qld. (Ref. 7300). Reported from the Territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 90102. ",+ 
Apogonidae,Quinca mirifica,"Mees, 1966",M,endemic ,Sailfin cardinalfish (English) ,,,,"Known from the North West Cape to Yampi Sound, Western Australia (Ref. 7300). ",- 
Anthiadidae,Rabaulichthys altipinnis,"Allen, 1984",M,native ,,,6.00 cm TL male/unsexed ,,Coral Sea (Ref. 90102). ,+ 
Anthiadidae,Rabaulichthys squirei,"Randall & Walsh, 2010",M,native ,,,6.22 cm SL male/unsexed ,,"Type locality, Coral Sea, off Queensland, Flinders Reef, north end, QM I.38237 (holotype of Rabaulichthys squirei, 6.22 cm SL) (Ref. 90856). ",+ 
Rachycentridae,Rachycentron canadum,"(Linnaeus, 1766)","Br, M, Fi, Sp",native ,"Cobia (English), Black king (English), Crab eater (English), Lemon fish (English), Ling (English), Sergeant fish (English), Black kingfish (English) ",,200 cm TL male/unsexed ,,"Ranges from North West Cape to Darwin (Ref. 5978); also from the Torres Strait Islands (Ref. 13465) and Coral Sea Islands Territory (Ref. 75154). From Shark Bay, a world angling record of 61.5 kg (Ref. 11441). Museum: CSIRO CA1054 (Ref. 5978). Also Ref. 3416, 39295. ",+ 
Liopropomatidae,Rainfordia opercularis,"McCulloch, 1923",M,endemic ,"Rainfordia (English), Flathead perch (English), Rainford's perch (English) ",,15.00 cm TL male/unsexed ,,"Known from Kendrew Is. to Tantabiddy Creek, Western Australia and Lizard Is. to One Tree Is., Queensland (Ref. 7300). Also Ref. 2334. ",+ 
Echeneidae,Remora remora,"(Linnaeus, 1758)",M,native ,"Remora (English), Brown sucker (English), Common sucker (English), Short suckerfish (English), Stout suckerfish (English), Stout sucking fish (English) ",,86.40 cm TL male/unsexed ,,"Including Lord Howe I. (Ref. 8879, 75154). ",+ 
Apogonidae,Rhabdamia gracilis,"(Bleeker, 1856)",M,native ,"Slender cardinalfish (English), Slender cardinal (English) ",,7.40 cm TL male/unsexed ,,"Museum: WAM P.28137-001 (TGT2283) (Ref. 2334). Known from Western Australia, Northern Territory, and Queensland including the Great Barrier Reef (Houtman Abrolhos Ils, W. A. to Capricorn Group, Qld. (Ref. 7300). Also Ref. 5978, 33390, 90102. ",+ 
Blenniidae,Rhabdoblennius rhabdotrachelus,"(Fowler & Ball, 1924)",M,native ,Barchin blenny (English) ,,4.10 cm SL male/unsexed ,,Known from the Coral Sea Islands Territory; Hearld Cay (16°40'S) and North East Cay (21°38'S) (Ref. 75154). ,+ 
Sparidae,Rhabdosargus sarba,"(Forsskål, 1775)","Br, M, Lf",native ,"Tarwhine (English), Goldlined seabream (English), Silver bream (English), Tarwhine (English) ",common (usually seen) ,80.00 cm TL male/unsexed ,,Known from the west coast between Coral bay and Albany (Western Australia) and on the east coast between Townsville (Queensland) and Gippsland lakes (Victoria) (Ref. 44894). Also Ref. 1724. ,+ 
Rhinidae,Rhina ancylostomus,"Bloch & Schneider, 1801",M,native ,"Shark ray (English), Bowmouth guitarfish (English), Mud skate (English) ",,300 cm TL male/unsexed ,,"Known from Exmouth Gulf, Western Australia, north to Northern Territory, Queensland, and Forster, New South Wales (Ref. 9915). Museum: CSIRO CA2983 (TGT1379). Also Ref. 9915, 33390, 38600. ",+ 
Balistidae,Rhinecanthus aculeatus,"(Linnaeus, 1758)",M,native ,"Hawaiian triggerfish (English), Black-barred trigger-fish (English), Blackbar triggerfish (English), Hawaiian trigger-fish (English) ",,30.00 cm TL male/unsexed ,,Including Lord Howe I. (Ref. 1602). Recorded from Shark Bay (Ref. 115274). ,+ 
Balistidae,Rhinecanthus lunula,"Randall & Steene, 1983",M,native ,Halfmoon triggerfish (English) ,,28.00 cm TL male/unsexed ,,Known from Queensland. ,+ 
Balistidae,Rhinecanthus rectangulus,"(Bloch & Schneider, 1801)",M,native ,"Black-banded trigger-fish (English), Black-banded triggerfish (English) ",,30.00 cm TL male/unsexed ,,Including Lord Howe I. (Ref. 1602). ,+ 
Balistidae,Rhinecanthus verrucosus,"(Linnaeus, 1758)",M,native ,"Blackpatch triggerfish (English), Black-blotch trigger-fish (English), Blackbelly triggerfish (English) ",,23.00 cm TL male/unsexed ,,,+ 
Muraenidae,Rhinomuraena quaesita,"Garman, 1888",M,native ,"Ribbon eel (English), Ribbon moray (English) ",,130 cm TL male/unsexed ,,"Known from Capricorn Group, Qld. (Ref. 7300); also from the territory of Ashmore and Cartier Islands (Ref. 75154). Also Ref. 2334, 33390, 90102. ",+ 
Scorpaenidae,Rhinopias aphanes,"Eschmeyer, 1973",M,native ,"Weedy scorpionfish (English), Lacy scorpionfish (English), Merlet's scorpionfish (English) ",,25.00 cm TL male/unsexed ,,"Known from the Great Barrier Reef (Ref. 2334). The southern limit has been determined from an underwater photo taken at Lady Ellior Island, Queensland (Ref. 57714). Also Ref. 2334, 90102. ",+ 
Scorpaenidae,Rhinopias frondosa,"(Günther, 1892)",M,native ,,,23.00 cm TL male/unsexed ,,"Known from eastern Australia, Queensland (QM I.33272, 12.18 cm SL) (Ref. 57714). ",+ 
Rhinopteridae,Rhinoptera neglecta,"Ogilby, 1912",M,native ,"Australian cownose ray (English), Cow ray (English), Cow-nose ray (English), Flapray (English), Javanese cow-ray (English) ",occasional (usually not seen) ,86.00 cm WD male/unsexed ,,"Known only off eastern Australia, from Cairns in Queensland to Newcastle in New South Wales (Ref. 6871). Possibly in Northern Territory and Western Australia, but uncertain due to confusion with R. javanica (Ref. 9916). Also reported from the territory of Ashmore and Cartier Islands (Ref. 75154). ",+ 
Carcharhinidae,Rhizoprionodon oligolinx,"Springer, 1964",M,native ,Grey sharpnose shark (English) ,,84.50 cm TL male/unsexed ;77.50 cm TL female ,,Occurrence in Australia is based on a single recorded from the Gulf of Carpentaria (Ref. 6871). Also Ref. 9997. ,+ 
Rhycheridae,Rhycherus filamentosus,"(Castelnau, 1872)",M,endemic ,"Tasselled anglerfish (English), Tasselled angler (English), Tasselled frogfish (English) ",,23.00 cm TL male/unsexed ,,"Type locality, Gulf of St. Vincent, South Australia, MNHP A.4617 (holotype of Chironectes filamentosus) (Ref. 75154). Known from Port Lincoln, South Australia (135°52'E) to Wilson's Promontory, Victoria (146°22'E), including Tasmania (Ref. 7300, 75154). ",+ 
Rhycheridae,Rhycherus gloveri,"Pietsch, 1984",M,endemic ,"Glover's anglerfish (English), Glover's frogfish (English) ",,16.00 cm TL male/unsexed ,,"Known from Port Broughton, South Australia (137°56'S) to Coogee Beach, Western Australia (32°07'S) (Ref. 75154). Also Ref. 7300. ",- 
Ostraciidae,Rhynchostracion nasus,"(Bloch, 1785)",M,native ,Shortnose boxfish (English) ,,30.00 cm TL male/unsexed ,,"Found from North West Cape to Darwin (Ref. 5978). Also Ref. 2334, 116003. ",+ 
Tetrarogidae,Richardsonichthys leucogaster,"(Richardson, 1848)",M,native ,"Whitebelly roguefish (English), Rouge fish (English), Torres Strait soldier fish (English), White-bellied rougefish (English), Whiteface waspfish (English) ",,10.00 cm TL male/unsexed ,,Known from the Great Barrier Reef (Ref. 2334). Museum: CSIRO B.2984. From North West Cape to Darwin (Ref. 5978). Also Ref. 90102. ,+ 
Platycephalidae,Rogadius serratus,"(Cuvier, 1829)",M,native ,Serrate flathead (English) ,,24.00 cm TL male/unsexed ,,Also Ref. 9790. ,+ 
Platycephalidae,Rogadius welanderi,"(Schultz, 1966)",M,native ,,,13.00 cm TL male/unsexed ,,North-western Autralia (Ref 90102). ,+ 
Monacanthidae,Rudarius excelsus,"Hutchins, 1977",M,native ,"Diamond leatherjacket (English), Diamond filefish (English) ",,2.50 cm TL male/unsexed ,,,+ 
Monacanthidae,Rudarius minutus,"Tyler, 1970",M,native ,"Minute leatherjacket (English), Little file-fish (English) ",,5.00 cm SL male/unsexed ,,,+ 
Anthiadidae,Sacura parva,"Heemstra & Randall, 1979",M,native ,Little fairy basslet (English) ,,12.00 cm TL male/unsexed ,,Known only from N.W. Australia. ,- 
Blenniidae,Salarias alboguttatus,"Kner, 1867",M,native ,Whitespotted blenny (English) ,,9.00 cm TL male/unsexed ,,Known from Great Barrier Reef (Ref. 90102). ,+ 
Blenniidae,Salarias ceramensis,"Bleeker, 1853",M,native ,Seram blenny (English) ,,15.00 cm TL male/unsexed ,,,+ 
Blenniidae,Salarias fasciatus,"(Bloch, 1786)",M,native ,"Banded blenny (English), Barred blenny (English), Lineated blenny (English), Lined blenny (English), Painted blenny (English) ",,14.00 cm TL male/unsexed ,,Known from Queensland and Western Australia (Ref. 90102). ,+ 
Blenniidae,Salarias guttatus,"Valenciennes, 1836",M,native ,"Breastspot blenny (English), Breast-spot blenny (English), Speckled blenny (English) ",,10.00 cm TL male/unsexed ,,Great Barrier Reef (Ref. 90102). ,+ 
Blenniidae,Salarias patzneri,"Bath, 1992",M,native ,,,5.50 cm TL male/unsexed ,,GBR ,+ 
Blenniidae,Salarias sinuosus,"Snyder, 1908",M,native ,"Fringelip blenny (English), Crinkle-lipped blenny (English), Fringe-lip blenny (English), Fringe-lipped blenny (English) ",,6.00 cm TL male/unsexed ,,Known from Queensland (Ref. 90102). ,+ 
Epinephelidae,Saloptia powelli,"Smith, 1964",M,native ,Golden grouper (English) ,,39.00 cm SL male/unsexed ,,Known from Queensland and Western Australia (Ref. 75154). ,+ 
Samaridae,Samariscus triocellatus,"Woods, 1960",M,native ,Threespot flounder (English) ,,10.00 cm SL male/unsexed ,,Known from the Great Barrier Reef (Ref. 9792). ,+ 
Holocentridae,Sargocentron caudimaculatum,"(Rüppell, 1838)",M,native ,"Whitetail squirrelfish (English), Silverspot squirrelfish (English), Tailspot squirrelfish (English) ",,25.00 cm TL male/unsexed ,,"Known from the Territory of Ashmore and Cartier Islands (Ref. 75154). Museum: Western Australia, Scott Reef, AMS I.21318-018; NTM S.11371-003. Queensland, off Cape Melville, AMS I.20755-006; Great Barrier Reef, Raine I., AMS I.20756-024; Escape Reef, AMS I.22574-009, NTM S.10474-003; One Tree I., AMS I.15684-003 (Ref. 27370). Also Ref. 7300, 33390, 90102. ",+ 
Holocentridae,Sargocentron cornutum,"(Bleeker, 1854)",M,native ,"Horned squirrelfish (English), Red-striped squirrelfish (English), Threespot squirrelfish (English) ",,27.00 cm TL male/unsexed ,,"Museum: Western Australia, Scott Reef, NTM 11384-024. Queensland, Great Barrier Reef, Endeavour Reef, ANSP 124216; Escape Reef, AMS I.22575-024, I.22631-008; Lizard I., AMS I.18755-071; Big Hope I., ANSP 123606; One Tree I., AMS I.15685-001 (Ref. 27370). ",+ 
Holocentridae,Sargocentron diadema,"(Lacepède, 1802)",M,native ,Crown squirrelfish (English) ,,17.00 cm TL male/unsexed ,,"Including Lord Howe Island (Ref. 1602) and Territory of Ashmore and Cartier Islands (Ref. 75154). Museum: Western Australia: Rowley Shoals, NTM S.11222-009; Scott Reef, AMS I.21316-022, NTM S.11313-016, S.11381-049. Ashmore Reef, NTM S.11973-043. Queensland: Cape Melville, AMS I.20774; Great Barrier Reef, Raine I., AMS I.20756-025; Escape Reef, AMS I.22573-017, I.22631-005; Lizard I., AMS I.21422-111, LACM 37032-1. Capricorn, One Tree I., AMS I.15681-001. New South Wales, Sydney Harbor, Parsley Bay, AMS I.8254-001. Chesterfield Bank, BPBM 33755 (Ref. 27370). Also Ref. 33390, 90102. ",+ 
Holocentridae,Sargocentron iota,"Randall, 1998",M,native ,,,7.65 cm SL male/unsexed ,,"Museum: Coral Sea, Chesterfield Bank: SE side of lagoon, BPBM 33615; Ile Longue, SW side, CAS 95801, NSMT-P 53813 (Ref. 27370). ",+ 
Holocentridae,Sargocentron ittodai,"(Jordan & Fowler, 1902)",M,native ,Samurai squirrelfish (English) ,,20.00 cm TL male/unsexed ,,"Ranges south to New South Wales (Ref. 33390). Museum: Great Barrier Reef, Escape Reef, AMS I.22632-001 (Ref. 27370). Also Ref. 1602, 37816, 90102. ",+ 
Holocentridae,Sargocentron lepros,"(Allen & Cross, 1983)",M,native ,Spiny squirrelfish (English) ,,20.00 cm TL male/unsexed ,,"Occurs in Western Australia, including Rowley Shoals (Ref. 7300) and Chesterfield Is., Coral Sea (Ref. 27370). ",+ 
